,cWT-1,cWT-2,cKO-1,cKO-2
Bank1,646,683,323,443
1700030L20Rik,0,0,0,0
Gm43357,0,0,0,0
Gm43356,0,0,0,0
Gm4861,0,0,0,0
Gm31678,0,0,0,0
Gm43403,3,5,15,9
Gm40155,4,8,11,29
Gm43689,0,3,8,1
Dapp1,1469,1406,1247,1114
Gm5105,0,0,0,1
Mttp,183,118,197,177
4930579F01Rik,0,0,0,0
0610031O16Rik,0,0,0,0
Gm16559,0,0,0,0
Metap1,461,391,494,386
4930425O10Rik,0,0,0,0
Rap1gds1,2076,1819,1839,1461
Gm32693,0,0,0,0
Gm43678,0,0,0,0
Gm43049,0,0,0,0
Gm32754,0,0,0,0
Pdha2,0,0,0,0
Gm15688,0,0,0,0
Gm15689,0,0,0,0
Bmpr1b,0,2,0,2
Pdlim5,493,402,556,397
Gm15540,0,0,0,0
Pkn2,1102,1032,1313,1099
Gm43616,0,0,0,0
Gm6260,0,0,0,0
Gm42707,0,0,0,0
Gm34078,0,0,0,0
Lmo4,1844,1440,2233,1609
Gm43445,0,0,0,0
Hs2st1,483,486,490,500
Gm43707,1,0,0,0
Gm43560,0,0,0,0
Sh3glb1,3552,3062,3497,3419
Clca3a1,2,1,2,0
Clca3a2,0,0,0,0
Clca3b,0,0,0,0
Clca4b,0,0,0,0
Clca4a,0,0,0,0
Clca1,0,0,0,0
Clca2,0,0,0,0
9530034A14Rik,0,0,0,0
Ccn1,10,8,95,18
Wdr63,0,1,1,0
Gm10636,0,0,0,0
Spata1,52,43,79,64
Rpf1,788,669,913,889
Dnase2b,0,0,0,0
4930503B20Rik,0,0,0,0
Samd13,0,0,0,0
Prkacb,919,881,1010,1012
Gm36888,3,0,1,2
Adgrl2,662,483,757,857
Gm10287,0,0,0,0
Gm30382,0,0,0,0
Gm31121,0,0,0,0
Ifi44,0,1,6,2
Ifi44l,0,0,0,0
Ptgfr,0,0,0,0
Gipc2,0,1,0,0
Dnajb4,51,64,47,59
Nexn,53,26,114,111
Miga1,263,257,321,317
Ak5,2,1,1,1
St6galnac5,0,2,5,6
1700094M23Rik,0,0,0,0
St6galnac3,1,1,2,1
1700012D16Rik,0,0,0,0
1700015C17Rik,0,0,0,0
5730460C07Rik,0,0,0,0
Asb17os,0,0,0,0
Msh4,0,0,0,1
Rabggtb,512,469,594,439
Acadm,1212,915,1290,1014
Lhx8,0,0,0,0
Tyw3,204,136,201,140
Gm20389,0,0,0,0
Tnni3k,0,0,0,0
Fpgt,128,126,135,96
Gm42947,0,0,0,0
4930570G19Rik,0,0,1,0
Gm15577,0,0,0,0
4930592C13Rik,0,1,1,0
Gm33466,0,0,0,0
Cth,2,0,1,3
Srsf11,1933,1867,2417,1956
B230334C09Rik,14,13,16,23
Lrrc7,0,1,1,0
Hnf4g,0,0,0,0
1110015O18Rik,1,0,0,0
Gm17308,0,0,0,0
Zfhx4,0,0,2,2
Gm8797,0,0,0,0
Pkia,1,7,3,2
Zc2hc1a,64,57,81,25
Gm16685,0,0,0,0
Stmn2,1,8,4,2
Gm32496,0,0,1,0
4930539M17Rik,0,0,0,0
Zbtb10,167,197,221,261
C030034L19Rik,47,21,214,62
Gm16337,263,371,281,289
Fabp5,155,64,162,130
Gm9833,10,10,6,6
Chmp4c,5,4,5,5
Ralyl,0,0,0,0
Slc7a12,0,0,0,0
Lrrcc1,245,244,230,218
E2f5,234,233,308,169
Car13,6,4,1,5
Car3,0,0,0,0
Car2,14,16,19,22
A930001A20Rik,0,0,0,0
Gm37468,0,0,0,0
Ythdf3,1460,1239,1816,1572
Mir124-2hg,0,0,0,0
Cypt12,0,0,0,0
Bhlhe22,2,0,0,0
Mtfr1,87,77,127,90
Gm16093,0,1,2,7
Dnajc5b,1,0,1,0
Trim55,0,1,0,0
BC002189,0,0,0,0
Cp,21,7,28,16
Hltf,1631,1330,1198,872
Gm43525,0,0,0,0
Gm31693,0,0,0,0
Tbl1xr1,1617,1509,1867,1956
Gm37021,0,0,0,0
4930412E21Rik,0,0,0,0
A830092H15Rik,0,0,0,0
Spata16,0,0,0,0
1700125G22Rik,4,8,2,8
Nceh1,18,20,45,36
Tnfsf10,9,4,10,4
Ghsr,0,1,0,1
Pld1,975,783,786,664
Gm42196,0,0,0,0
Tnik,4,5,6,5
Slc2a2,1,0,0,0
Eif5a2,108,86,161,105
Rpl22l1,3468,1886,5188,3078
Gm1527,0,0,0,0
Egfem1,0,1,0,0
Mannr,0,0,0,0
Mecomos,0,0,0,0
Mynn,287,290,360,287
Lrriq4,0,0,0,0
Gm15462,0,0,0,0
Samd7,0,0,0,0
Sec62,6130,4735,5954,4935
Gpr160,311,174,359,162
Prkci,223,139,228,180
Skil,4285,3885,5151,6173
Cldn11,4,9,14,7
Gm15496,0,0,0,0
Gm38025,0,0,0,0
Kcnmb2,1,0,1,0
Pik3ca,875,907,1104,1029
Zfp639,319,258,378,297
Mfn1,206,211,231,182
Gm37640,0,0,0,1
Actl6a,510,394,475,350
Ndufb5,2014,1396,2168,1574
Usp13,0,0,0,0
Gm37459,0,0,0,0
4930419G24Rik,0,0,0,0
Ttc14,1878,1628,2389,1561
Gm43140,7,12,11,7
Fxr1,1390,978,1152,1160
Sox2ot,0,0,1,0
Gm34599,0,0,0,0
Sox2,0,0,0,0
Gm38509,0,0,0,0
Gm21388,0,0,0,0
Atp11b,217,197,243,163
Gm15952,3,2,2,2
Mccc1os,2,0,0,0
Acad9,98,98,141,135
Gm43079,0,0,0,0
Zfp267,186,231,185,178
Gm43255,0,0,0,0
1810062G17Rik,0,1,0,1
Exosc9,240,195,311,221
4932438A13Rik,876,822,993,872
Adad1,0,0,0,0
Gm12532,0,0,0,0
Gm12534,0,0,0,0
Bbs12,87,56,85,50
Fgf2,10,12,10,8
Spata5,248,269,330,325
4930594O21Rik,0,0,0,0
Spry1,593,544,852,794
Gm42921,0,0,0,1
Gm20755,0,0,0,0
Gm42920,0,0,0,0
Gm43538,0,0,0,0
Fat4,1,1,0,0
Intu,79,76,72,68
Slc25a31,2,0,12,1
Hspa4l,135,101,116,95
Plk4,37,49,60,37
Abhd18,92,97,124,108
Larp1b,41,38,83,40
1700052H01Rik,0,0,0,0
Jade1,600,563,718,707
D3Ertd751e,37,38,72,56
Pcdh10,1,2,3,7
Gm31415,0,0,0,0
Gm20557,0,0,0,0
Gm37854,0,1,0,0
Gm38246,0,0,0,0
Noct,6,3,7,11
Gm5103,0,0,0,0
Naa15,1032,962,1023,1059
Rab33b,235,226,268,226
5031434O11Rik,44,72,90,97
Mgst2,4,1,2,1
Gm37229,46,40,77,94
Gm20089,43,39,76,82
Gm38132,0,0,0,0
Gm37170,19,16,21,15
Foxo1,458,411,381,494
Gm30173,0,0,0,0
Gm2447,0,0,0,0
Lhfp,1,4,4,9
Gm16206,1,2,7,2
Proser1,436,398,511,602
Stoml3,0,2,0,3
Gm30735,0,0,0,0
C820005J03Rik,0,0,0,0
Gm10985,0,0,0,0
Gm31026,0,0,0,0
Trpc4,1,0,11,1
Postn,102,113,209,153
Supt20,956,850,1441,1316
Alg5,1787,1329,2619,1930
Smad9,1,0,0,1
4931419H13Rik,0,0,0,0
Spg20,719,737,707,615
Ccdc169,6,0,3,7
Sohlh2,0,0,0,0
Dclk1,3,4,4,8
Mab21l1,1,0,0,0
Gm43376,4,3,4,2
Tm4sf4,0,0,0,0
Rnf13,4075,3664,4339,3412
4921539H07Rik,0,1,0,0
Tsc22d2,952,933,1399,1195
Eif2a,659,414,648,575
Selenot,2093,1964,2365,2143
4930593A02Rik,1,1,0,1
Med12l,1182,828,1143,1181
Gm38186,1,0,0,0
Gm5538,0,0,0,0
Gm8298,0,0,0,0
C130079G13Rik,0,0,0,0
Aadacl2,0,0,0,0
Aadac,0,0,0,0
Sucnr1,0,0,0,0
Mbnl1,6986,6281,7007,5813
Gm38326,0,0,0,0
P2ry1,0,2,0,0
Rap2b,311,302,434,275
Arhgef26,2,2,5,4
Mme,0,1,2,2
Gm34240,0,0,0,0
Gm26850,1,0,3,2
Gmps,910,753,1096,1012
Vmn2r1,1,0,3,0
Kcnab1,4,4,10,6
Tiparp,378,315,619,950
Lekr1,10,8,11,5
Gm37305,214,251,383,429
Ptx3,0,0,0,3
Rsrc1,810,818,956,927
Mlf1,5,2,0,4
Gfm1,218,193,237,227
Mfsd1,1541,1331,2570,1964
Schip1,1,5,6,5
Il12a,0,0,1,0
Gm35584,0,0,0,0
1110032F04Rik,0,0,0,0
Smc4,184,184,166,132
Gm1647,2,3,17,14
Arl14,1,0,1,0
Ppm1l,578,621,649,690
Nmd3,494,436,769,840
Otol1,0,0,0,0
Gm20754,0,0,0,0
Gm38353,0,0,0,0
Serpini1,2,7,3,3
Gm29133,0,0,0,0
Gm37256,0,0,0,0
Fstl5,0,0,0,0
4921511C10Rik,0,1,1,0
6430573P05Rik,3,6,5,4
Gm17359,0,2,0,1
4930589L23Rik,63,69,154,107
Ppid,1104,857,811,726
4930579G24Rik,19,17,19,6
Gask1b,3,2,1,3
A330069K06Rik,0,0,0,0
Gm42468,0,0,0,0
Gm42476,0,0,0,0
Pdgfc,5,6,3,3
Gm43346,0,0,0,0
A830029E22Rik,0,0,0,0
Ctso,1111,1110,1068,1048
Asic5,0,0,0,0
Map9,28,27,37,23
Gm30043,0,0,0,0
Rbm46os,0,0,0,0
Fgg,0,0,0,0
Fga,0,0,0,0
Plrg1,272,259,267,176
Dchs2,0,0,0,0
Gm38096,0,0,0,0
Sfrp2,0,0,0,0
Gm6525,6,4,12,7
Tigd4,0,0,0,0
Tmem154,238,30,2366,697
Fbxw7,538,578,810,729
1700036G14Rik,0,0,0,0
Gatb,227,245,216,166
Sh3d19,4,7,1,3
Gm37933,0,2,1,1
Lrba,1567,1904,943,1096
Gm37855,0,0,0,0
Cd5l,1,5,1,2
Fcrl1,40,44,6,5
Fcrl5,2,0,3,5
Etv3,917,714,978,882
ETV3L,0,0,0,1
Arhgef11,691,420,958,531
Insrr,0,0,0,0
Sh2d2a,1,1,0,0
Hdgf,1243,971,1424,1190
Mrpl24,1324,1052,1445,1010
Isg20l2,289,258,356,313
Crabp2,1,1,0,1
Nes,15,77,14,24
Gpatch4,186,193,278,130
Iqgap3,78,51,118,74
Mef2d,1171,1138,1820,1697
AW047730,2,4,0,7
Gm3764,4,5,10,9
Cct3,1511,1081,1435,1084
Glmp,1417,1180,1602,1197
Smg5,248,230,322,284
Paqr6,0,1,2,0
Mex3a,69,54,38,55
Ubqln4,248,242,267,214
Ssr2,1600,1349,1754,1305
Arhgef2,1481,1358,1891,1607
Khdc4,391,305,480,309
Rit1,462,398,489,333
Gm17146,0,0,0,0
Gon4l,589,667,655,632
Ash1l,2712,2501,3016,2696
Pklr,0,0,0,0
Clk2,264,254,404,321
Scamp3,971,851,1080,829
Fam189b,22,13,36,13
Gba,753,628,1023,565
Thbs3,0,2,3,3
Muc1,0,0,0,0
Krtcap2,3111,2067,3066,2080
Dpm3,2161,1356,2069,1351
Gm15998,0,0,0,0
4731419I09Rik,8,9,9,12
Dcst2,0,0,1,0
Gm15417,143,99,193,141
Shc1,363,344,517,416
Pygo2,381,317,413,262
Pbxip1,1472,1519,1733,1649
Pmvk,19,30,38,32
Kcnn3,1,0,0,3
Adar,489,326,466,385
Ube2q1,1619,1382,1963,1442
She,6,5,7,11
Gm42809,13,12,8,26
Gm19710,5,3,8,7
4933434E20Rik,783,721,777,568
Gm16540,0,0,0,1
1700094D03Rik,145,120,188,161
Tpm3,5041,6406,3332,3107
Nup210l,4,9,1,5
Rab13,5,6,11,8
Jtb,1406,967,1666,1106
Slc39a1,878,835,1021,1012
Crtc2,304,254,484,344
Dennd4b,451,385,548,352
Gatad2b,1542,1580,2075,2230
Gm16048,3,1,0,0
Ilf2,439,380,450,381
S100a13,975,622,821,474
S100a14,0,1,2,0
S100a16,2,7,11,7
S100a2,0,0,0,0
S100a3,0,1,0,1
S100a4,69,33,83,59
S100a5,0,7,1,26
S100a6,57,26,163,58
S100a7a,0,0,0,0
S100a8,994,277,4948,1688
Pglyrp4,0,0,0,0
Pglyrp3,0,0,0,0
Gm43736,0,0,0,0
Gm43735,0,0,0,0
Gm35439,0,0,0,0
Sprr2a1,0,0,0,0
Sprr2a2,0,0,0,0
Sprr2a3,0,0,0,0
Sprr2b,0,0,0,0
Sprr2d,0,0,0,0
Sprr2e,0,0,0,0
Sprr2f,0,0,0,0
Sprr2h,0,0,0,0
Sprr2i,0,0,0,0
Sprr2j-ps,0,0,0,0
Sprr2k,0,0,0,0
Lce1c,0,0,0,0
Lce3b,0,0,0,0
Lce3c,0,0,0,0
Lce3d,0,0,0,0
Lce3e,0,0,0,0
Lce3f,0,0,0,0
Gm4858,0,0,0,0
Crnn,0,0,0,0
Flg2,0,0,0,0
Flg,0,0,0,0
Hrnr,0,0,0,0
Rptn,0,0,0,0
Tchh,1,0,0,5
Tchhl1,0,0,0,0
S100a11,238,108,514,186
S100a10,451,150,605,245
Gm5773,0,0,0,0
Tdpoz4,0,0,0,0
Tdpoz3,0,0,0,0
Gm5286,0,0,0,0
Gm4778,0,0,0,0
Them4,124,115,138,61
Them5,0,0,0,0
C2cd4d,0,0,0,0
Rorc,1,0,1,1
Lingo4,0,0,0,0
Tdrkh,85,68,90,50
Gm42463,0,0,0,0
Mrpl9,32,40,33,24
Celf3,3,8,3,5
Gm15234,2,2,1,0
Selenbp2,0,0,6,0
Pogz,395,406,434,358
Selenbp1,161,122,209,141
Rfx5,184,199,222,227
Pi4kb,189,178,297,275
4930481B07Rik,6,12,8,21
Vps72,574,441,582,396
Tmod4,2,0,5,4
Lysmd1,59,73,49,42
Sema6c,20,15,34,33
Gm16740,79,52,111,91
Cdc42se1,1360,1096,1529,1115
Mindy1,104,87,195,82
Cers2,1554,1252,1860,1405
Arnt,508,537,734,637
Ctsk,6,6,4,4
Ctss,85032,64568,85928,81493
Hormad1,0,0,3,2
Golph3l,428,391,442,384
Ensa,278,211,543,478
Mcl1,7169,6336,13935,13858
Gm26594,3,3,3,1
C920021L13Rik,6,6,18,13
Aph1a,289,293,378,359
Anp32e,1047,771,1193,1112
Otud7b,376,375,501,423
Mtmr11,6,10,17,8
Sf3b4,504,454,631,545
Sv2a,41,36,58,104
Hist2h2ab,52,66,74,69
Hist2h2be,57,93,66,24
Gm20632,32,44,68,64
Hist2h2aa1,114,223,20,8
Hist2h3c1,135,208,141,62
Hist2h3b,67,85,70,57
Gm42743,41,18,132,76
Hist2h2bb,0,0,0,0
Platr30,0,0,0,0
Gm26654,0,0,0,0
Gm10685,0,1,0,0
Hjv,0,0,0,0
Txnip,14328,13102,15351,11332
Gm16253,22,16,11,22
Ankrd34a,0,1,0,0
Lix1l,104,117,87,89
Rbm8a,1587,1159,1673,1200
Pex11b,227,191,298,246
Itga10,18,10,2,0
Ankrd35,0,2,0,1
Pias3,293,222,340,293
Rnf115,810,696,928,782
Pdzk1,0,5,12,9
Gja5,0,0,0,0
Acp6,243,186,334,182
Fmo5,178,207,176,125
Prkab2,74,105,122,118
Gm31305,6,7,7,6
Sec22b,637,520,675,536
Gm5544,1,2,4,2
Notch2,1401,1181,2061,1660
Adam30,3,1,14,37
Reg4,0,0,0,0
Hmgcs2,0,0,0,0
Gm43189,0,0,0,0
Zfp697,28,15,90,52
Gm12440,0,0,0,0
Wars2,8,6,9,8
Gm43024,0,0,0,0
Gm42717,0,0,0,0
Tbx15,3,3,4,0
Spag17,1,1,3,4
Gdap2,271,233,553,405
4930406D18Rik,0,0,1,2
Gm43121,3,0,1,3
Gm12474,5,4,11,6
Gm42868,0,0,0,0
Gm43464,1,4,1,0
Vtcn1,0,0,0,0
Trim45,5,8,4,4
Igsf3,0,0,1,1
Gm42939,0,0,0,0
Gm42938,0,0,0,0
Gm43135,0,0,0,0
Gm43134,0,0,0,0
Nhlh2,0,0,0,0
Casq2,0,2,0,2
Gm43244,0,0,0,0
4632404M16Rik,0,0,0,0
Gm16160,0,0,0,0
Gm43241,0,0,0,0
A230001M10Rik,0,0,0,0
Gm43242,0,0,0,0
Ngf,0,0,0,0
Gm42679,0,0,0,0
Gm42678,0,0,0,0
Gm42682,0,1,1,0
Tspan2,2,1,0,0
Sike1,586,554,657,404
Csde1,1862,1754,2375,2167
Nras,494,392,599,421
Gm43062,0,0,1,1
Ampd1,0,1,0,0
Gm43063,0,0,0,0
Dennd2c,240,196,220,144
Bcas2,1272,1032,1469,920
Trim33,644,657,591,545
Gm43061,0,0,0,0
Syt6,3,3,6,0
Gm43066,0,0,0,0
Gm10964,0,0,1,0
Gm15886,2,6,7,3
Gm15471,5,5,4,9
Ap4b1,164,165,201,196
Bcl2l15,0,0,3,4
Ptpn22,50,25,157,93
Gm15472,0,0,0,0
Gm43065,0,0,0,0
Rsbn1,1237,1295,1255,1371
Phtf1,165,187,174,122
Gm38412,0,0,0,0
Slc16a1,181,186,211,243
Gm43581,0,0,0,0
Gm43585,0,0,0,0
Ppm1j,3,1,5,1
Rhoc,264,344,256,206
St7l,431,428,376,276
Gm40117,8,7,12,15
4930564D02Rik,0,0,0,0
Kcnd3,2,0,2,1
Gm43847,0,0,0,0
Inka2,7,6,3,17
Gm5547,44,37,58,69
Adora3,20,25,19,27
Tmigd3,17,14,18,21
Wdr77,318,235,341,236
Ovgp1,6,7,18,12
Gm42722,15,18,15,18
Chia1,0,0,1,1
Dennd2d,4,12,17,30
Dram2,2050,1462,3980,2709
Lrif1,556,394,708,517
Kcna3,8,13,15,12
AI504432,45,47,70,56
A930002I21Rik,0,0,0,0
Kcna2,1,1,1,4
Kcna10,0,0,0,0
A630076J17Rik,0,0,0,0
Lamtor5,1451,1038,1569,949
Slc16a4,5,5,7,7
Alx3,0,0,1,1
Gm10961,0,0,0,0
Eps8l3,0,0,0,0
Gstm5,250,273,350,233
Gm12500,2,0,0,0
Gnat2,2,0,0,0
Gm12524,2,0,0,0
Amigo1,5,9,12,5
Gm40123,0,0,0,0
Psma5,1465,1055,1486,863
Sort1,2769,2096,4180,4241
Gm12525,3,4,5,8
Mybphl,3,1,17,4
Psrc1,1,2,1,1
1700013F07Rik,0,0,0,0
Taf13,361,253,428,223
Wdr47,152,143,199,147
Clcc1,807,678,857,805
Gm27244,0,0,0,0
Aknad1,0,0,0,0
Henmt1,2,0,2,0
Gm43221,399,629,496,486
Slc25a54,1,0,0,0
Slc25a24,2,5,2,3
Vav3,4,0,4,2
C130013H08Rik,75,88,63,64
Gm6602,0,0,0,0
Col11a1,0,0,0,0
Olfm3,0,0,0,1
Gm9889,10,18,9,8
Dph5,24,21,33,40
Extl2,229,225,269,243
Gm43109,0,0,0,1
Gm26544,0,0,0,0
Gm31651,0,0,0,0
Gm29151,1,3,6,8
Dbt,590,542,721,607
Lrrc39,106,116,82,118
Sass6,321,304,267,173
Gm42457,7,7,4,4
4930512P04Rik,0,3,2,5
Frrs1,1896,1702,2176,2198
4930455H04Rik,0,0,0,0
Gm42891,0,0,0,0
Plppr5,0,2,0,1
4921521D15Rik,0,0,0,0
Gm26871,0,0,1,0
Gm9916,0,0,0,0
Dpyd,0,0,0,1
Alg14,331,260,244,173
Cnn3,1,9,11,12
A530020G20Rik,0,0,0,0
4930432M17Rik,0,0,0,0
F3,31,27,70,105
Arhgap29,151,151,71,100
Abca4,0,2,3,4
Gclm,534,438,573,359
Dnttip2,671,593,827,854
Gm40190,0,0,0,0
Bcar3,8,11,39,36
Gm43569,2,2,6,4
Pde5a,1,6,2,2
Fabp2,0,0,0,0
1810037I17Rik,1902,1376,1927,1453
Sec24d,137,124,149,138
Prss12,3,3,4,5
Gm43731,0,0,0,0
Tram1l1,0,0,0,2
Gm42823,0,0,0,0
Gm42825,0,0,0,0
Ndst4,0,0,0,0
Gm42827,0,0,0,0
Arsj,0,0,0,0
Camk2d,1144,1190,1127,1117
Gm16958,8,4,5,1
Zgrf1,32,34,56,56
Neurog2,0,0,0,0
Tifa,172,196,274,252
Gm43653,6,8,21,24
Gm35585,0,0,1,1
9830132P13Rik,0,0,0,0
Gm35667,0,0,0,0
Gm43824,0,0,0,0
Pitx2,1,0,0,0
Gm27195,0,0,0,0
Elovl6,14,1,9,4
Gm42697,0,0,0,0
Gm42650,0,0,0,0
6330410L21Rik,0,0,0,0
Cfi,0,0,1,0
Pla2g12a,309,184,291,270
Casp6,366,328,388,269
Col25a1,19,20,16,41
Etnppl,0,3,10,2
Gm42997,3,4,4,1
Gm43522,0,0,0,0
Gm36520,0,0,0,0
Gm43351,4,5,4,7
Lef1,3,5,1,4
4930534D22Rik,0,0,0,0
Papss1,2023,1472,1973,1557
Gm29865,0,0,1,0
Dkk2,0,0,0,3
Gimd1,0,0,0,0
Tbck,477,509,477,482
Ints12,330,288,342,289
Ppa2,491,326,407,264
Gm42567,1,5,5,6
Gm43192,0,0,0,0
Gm30648,0,0,0,0
Cxxc4,0,2,2,0
Tacr3,0,0,0,0
Cenpe,11,5,15,0
Bdh2,0,0,0,0
Slc9b2,0,0,1,0
Slc9b1,2,1,4,2
Ube2d3,2933,2292,3615,3082
Manba,321,292,540,417
Slc39a8,343,318,327,281
Gm31243,469,374,227,229
Ppp3ca,3835,3391,4532,3729
Gm567,0,0,0,0
Emcn,1,5,3,4
Ddit4l,2,1,0,1
Gm21962,0,0,0,0
Gm42610,0,0,0,0
H2afz,1739,1367,2112,1466
Dnajb14,1387,1346,1675,1310
Lamtor3,841,695,1135,1008
Gm19708,9,3,6,6
1110002E22Rik,0,1,1,0
Gm43691,0,0,0,0
Trmt10a,133,105,159,132
Adh7,0,0,0,0
Adh1,0,0,0,1
Adh6a,0,0,0,0
Adh6b,0,0,0,0
Adh4,0,0,0,0
Adh5,1443,1126,1674,1412
Eif4e,652,547,606,439
Tspan5,193,144,221,153
Stpg2,0,1,0,1
4930590L14Rik,0,0,0,0
Unc5c,0,0,1,0
Gbp5,329,185,182,190
Gbp7,2224,1523,2639,1994
Gbp3,241,188,210,200
Gbp2b,0,0,0,0
Gbp2,136,92,74,94
Kyat3,69,49,78,36
Gtf2b,817,653,805,638
Gm43646,1,0,0,0
9530052C20Rik,0,0,0,0
4930519L02Rik,0,0,0,0
Gm43614,0,0,0,0
A830019L24Rik,0,0,0,0
Gm43613,0,0,0,0
Gm43612,0,0,0,0
1700001N15Rik,0,0,0,0
Gm33651,0,0,0,0
Gm33758,0,0,0,0
Gm42704,0,0,0,0
Gm42705,0,0,0,0
Gm42706,0,0,0,0
Gm42708,0,0,0,0
Gm43446,0,0,0,0
Gm43447,0,0,0,0
Selenof,5016,3970,4713,4419
Gm34866,0,0,0,0
Gm43240,0,0,0,0
Gm16233,0,0,0,0
Gm35066,0,0,0,0
Odf2l,99,109,142,90
Col24a1,0,0,0,0
D530037P16Rik,0,0,0,0
Znhit6,189,146,213,133
Gm17501,1,0,2,2
Ddah1,0,2,5,9
Bcl10,1963,1607,2529,1782
2410004B18Rik,552,466,603,442
Syde2,0,0,0,0
Gm35409,0,0,0,0
Mcoln3,0,0,0,0
Mcoln2,0,0,4,1
Lpar3,0,0,0,0
Ssx2ip,95,141,135,106
Ctbs,887,838,1066,810
Gng5,5409,3546,5266,3609
Uox,0,0,0,0
Gm16325,0,0,0,0
Ttll7,1,5,8,8
Gm29771,0,0,0,0
Gm36831,0,0,0,0
Gm37041,0,0,0,0
Gm43574,0,0,0,0
Gm43573,23,22,21,20
Gm43572,1,0,0,0
Gm5149,0,0,0,0
Gm43470,0,0,0,0
Gm43468,0,0,0,0
4930555A03Rik,0,0,1,0
Gm42949,0,0,0,0
Adgrl4,2,6,8,18
Gm43617,0,0,0,0
Gm43619,0,0,0,0
Gm31881,0,0,0,1
Fubp1,1040,805,731,466
Usp33,467,445,601,456
Zzz3,641,568,840,696
AI115009,0,0,0,0
Pigk,432,429,431,446
Gm16213,0,0,0,0
Gm16231,0,0,0,0
Asb17,0,0,0,0
Gm43400,0,0,1,0
Slc44a5,0,0,0,0
AI606473,0,0,0,0
Cryz,171,127,166,132
Gm38139,0,0,0,0
Erich3,1,0,0,0
Lrriq3,5,11,6,4
9330178D15Rik,0,0,0,0
Negr1,10,1,5,5
Zranb2,2251,1753,2174,1434
Ptger3,86,44,61,94
1810013D15Rik,0,0,0,0
Ankrd13c,575,562,543,479
Lrrc40,124,137,129,112
Gm20752,0,0,0,0
Depdc1a,2,1,1,0
Rpe65,0,0,0,0
Wls,919,798,670,770
Vmn1r3,0,0,0,0
Tmem68,777,711,779,587
Rps20,25428,14798,29901,19850
Mos,0,0,0,0
Plag1,25,13,31,13
Gm11808,237,158,454,294
Sdr16c5,0,0,0,0
Sdr16c6,0,0,0,0
Penk,0,0,0,0
Impad1,606,584,782,895
Gm11782,0,0,0,0
Cyp7a1,0,0,0,0
4930430E12Rik,2,5,5,2
Nsmaf,761,512,866,686
Tox,0,0,2,0
Car8,0,0,0,0
Gm11816,0,0,0,0
Gm11817,0,0,0,0
Asph,612,637,267,506
1700123O12Rik,0,0,0,0
Gm11815,0,0,0,0
Plekhf2,1153,816,1265,952
Ndufaf6,159,146,168,133
Ints8,167,164,168,121
Dpy19l4,1727,1541,1677,1904
Esrp1,1,0,0,0
Gm11831,4,6,11,2
Gm11832,0,0,0,0
Pdp1,36,23,43,21
Gm11840,0,0,0,0
Tmem67,106,78,93,74
Fam92a,164,140,173,145
Gm11823,0,0,0,0
1700120G11Rik,0,0,0,0
Slc26a7,1,0,2,0
Lrrc69,0,1,0,2
Otud6b,470,384,487,468
Necab1,0,1,1,1
Decr1,303,251,359,224
Osgin2,208,195,278,159
Ripk2,466,360,503,355
Gm11851,0,0,0,0
Cnbd1,0,0,0,0
Cpne3,1399,1217,1331,1275
Wwp1,652,597,848,722
Gm12354,0,0,0,0
Atp6v0d2,0,0,0,0
4930480G23Rik,0,0,0,0
Nkain3,1,0,0,0
Prdm13,0,0,0,0
Tstd3,127,100,141,61
Pou3f2,0,1,4,4
1700025O08Rik,0,0,0,0
Gm28448,0,0,0,0
Gm27243,0,0,0,0
Klhl32,6,5,5,4
C230012O17Rik,0,0,0,0
Fhl5,0,0,1,0
Ufl1,1015,815,998,957
Fut9,5,3,4,8
Manea,674,711,706,623
4930548K13Rik,0,0,0,0
Gm11915,0,0,0,0
Bach2os,156,122,86,52
Gja10,0,0,0,0
Ankrd6,1,0,2,3
4933421O10Rik,574,568,742,583
Pm20d2,0,0,0,0
Pnrc1,3889,4526,5267,5658
Gm11934,2,1,0,0
Spaca1,4,5,4,6
Orc3,302,252,302,234
Slc35a1,525,444,528,317
Cfap206,1,0,1,1
Gm136,0,0,0,0
Smim8,343,260,393,240
Zfp292,2873,2619,3474,3445
Platr9,0,0,0,0
Mob3b,14,8,19,9
C9orf72,514,410,999,1142
Lingo2,0,0,0,0
Gm12381,0,0,0,0
Gm17094,0,0,0,0
Ddx58,321,190,226,188
Topors,838,890,1045,1144
Ndufb6,865,671,1001,602
4933428C19Rik,0,0,0,0
Aptx,259,225,305,250
Smu1,875,731,1022,818
B4galt1,2708,2367,6442,6497
Bag1,1560,1256,1593,1434
Aqp7,0,1,0,0
Aqp3,0,0,0,0
Nol6,245,221,385,313
Ubap2,404,295,441,317
Dcaf12,960,834,970,649
Kif24,11,7,12,7
Myorg,1,5,4,2
1110017D15Rik,2,3,1,3
Fam219a,197,196,368,240
Enho,48,37,67,38
Cntfr,1,0,2,2
Rpp25l,645,454,740,522
Dctn3,887,550,1083,669
Arid3c,0,0,0,0
Sigmar1,685,467,702,401
Gm13307,0,0,0,0
Gm13299,0,0,0,0
Gm13305,0,0,0,0
Gm21980,0,0,0,0
Fam205a2,0,0,0,0
Gm12394,0,0,0,0
Fam205a1,0,0,0,0
Fam205c,0,0,0,0
Vcp,2489,2448,2847,2777
Fancg,68,54,72,45
Pigo,81,68,125,91
Stoml2,637,444,622,396
