,cWT-1,cWT-2,cKO-1,cKO-2
Ddx20,170,182,283,252
Gm43848,0,0,0,0
Rap1a,4802,4481,6428,5640
Gm43328,0,0,0,0
Gm43329,0,0,0,0
Gm43330,0,0,0,0
Gm43331,0,0,0,0
I830077J02Rik,841,773,877,546
Atp5f1,315,259,430,397
Pifo,2,2,2,3
Gm42721,0,0,0,0
Chil5,2,8,8,3
Chil3,2,0,9,1
Chil4,0,0,0,0
Chil6,0,0,0,0
2010016I18Rik,2,0,0,0
Cept1,2695,2404,4454,3660
Cd53,2822,3188,4288,4541
Olfr266,0,1,1,0
Gm35507,2,6,2,5
Gm27008,98,168,128,157
Cym,0,0,0,0
Prok1,0,0,0,0
Rbm15,61,74,72,71
Kcnc4,0,0,0,0
Slc6a17,1,0,0,1
Ubl4b,0,0,0,0
Strip1,196,186,258,273
Ahcyl1,686,771,1085,1134
Csf1,2073,1984,5106,7212
Gm36211,9,2,8,10
4933431E20Rik,1,7,1,0
Gstm7,1,0,0,2
Gstm6,0,0,0,0
Gstm3,0,0,0,0
Gstm2,0,0,0,0
Gstm1,0,2,0,4
Gm12498,0,1,0,0
Gstm4,0,2,3,2
Ampd2,15,13,12,13
Gnai3,725,667,915,935
Gpr61,0,0,0,0
Cyb561d1,3,5,8,6
Atxn7l2,9,16,20,23
Sypl2,0,1,0,0
1700010K24Rik,41,35,35,25
Gm12523,3,2,2,10
Gm12522,7,7,11,12
Celsr2,1,0,2,2
Sars,203,207,373,289
5330417C22Rik,7,4,17,27
Tmem167b,36,26,37,40
Gpsm2,6,5,9,13
Stxbp3,1167,1210,1142,1235
Fndc7,40,75,47,73
Prpf38b,263,291,337,436
Gm9857,0,0,0,0
Fam102b,5998,8104,5750,5076
4930408K08Rik,0,0,0,0
Gm19391,0,0,0,0
Ntng1,1,1,4,1
Prmt6,23,24,24,35
Amy2a5,0,0,0,0
Amy2a4,0,0,0,0
Amy2a3,0,0,0,0
Amy2a2,0,0,0,0
Amy2a1,0,0,0,0
Amy1,129,103,226,217
Rnpc3,340,335,439,396
S1pr1,155,351,27,38
A930005H10Rik,15,14,43,29
Slc30a7,1209,1204,1550,1579
Vcam1,58,19,46,49
Gpr88,0,0,0,0
Cdc14a,893,828,1076,1166
Rtca,192,188,210,273
Trmt13,603,658,944,796
Gm42893,31,29,20,12
Mfsd14a,557,522,759,665
Slc35a3,564,613,732,843
Agl,493,439,611,483
Palmd,1,0,5,5
1700061I17Rik,0,0,0,0
Plppr4,49,38,128,64
Snx7,266,248,453,248
Ptbp2,2733,2751,4119,5059
Gm42664,0,0,0,0
6530403H02Rik,0,4,2,3
Rwdd3,75,111,207,177
Tmem56,0,0,3,4
Slc44a3,0,2,1,10
A730020M07Rik,0,1,1,0
Gm43608,1,0,1,1
Gm43607,0,0,0,0
Abcd3,712,636,810,698
Gm17494,63,79,112,70
Gm4610,1,0,2,1
Gm42836,4,2,25,42
Fnbp1l,658,612,665,526
Gm43568,7,0,0,0
4930447N08Rik,0,0,1,1
4933405D12Rik,2,7,3,1
Gm10959,1,1,1,0
Usp53,64,48,77,95
Myoz2,0,0,0,0
Synpo2,5,7,12,19
Mettl14,87,70,154,98
Gm35065,0,0,0,0
Snhg8,477,368,742,434
Ndst3,3,3,4,4
1700006A11Rik,1,0,0,0
1700003H04Rik,0,0,0,0
Ugt8a,2,3,1,1
Gm17225,0,0,0,0
Gm15551,14,12,13,6
Ank2,8871,7660,9041,6803
Larp7,204,200,243,179
Gm43729,4,2,1,1
Alpk1,506,670,1156,596
Ap1ar,413,366,434,431
Fam241a,118,149,467,567
D030025E07Rik,0,0,0,3
4933424H11Rik,0,0,0,0
Gm28543,0,0,0,0
Enpep,0,1,0,1
Gm35986,0,0,0,0
Egf,49,45,116,132
Lrit3,0,0,2,3
Rrh,0,2,2,6
Gar1,55,75,127,83
Mcub,13,15,10,15
Sec24b,1696,1666,1983,1956
Ostc,55,54,101,73
Rpl34,3447,1472,888,1115
2010110G14Rik,11,34,67,46
Gm43349,0,0,0,0
Lef1os1,0,0,0,0
Hadh,70,55,95,68
Cyp2u1,18,19,23,12
Sgms2,9,1,8,4
Gm42880,0,0,0,0
Aimp1,221,230,284,375
Gm29811,122,221,255,219
Npnt,531,632,255,582
Gstcd,797,715,893,797
Arhgef38,2,0,2,3
Gm43254,0,0,0,0
Tet2,1738,1860,2638,3280
Gm40153,0,0,0,1
Gm6135,0,0,0,0
Gm30484,0,0,0,0
Gm26691,1,1,0,6
4930539C22Rik,0,0,0,0
Gm26820,1,2,0,2
Cisd2,259,223,341,369
4930539J05Rik,44,59,35,77
Nfkb1,5264,5414,6561,6570
4933401H06Rik,4,5,6,3
Bank1,6558,5984,4088,3474
1700030L20Rik,0,0,0,0
Gm43357,2,0,3,1
Gm43356,0,0,0,1
Gm4861,0,0,0,0
Gm31678,0,0,0,0
Gm43403,16,8,33,6
Gm40155,1,2,4,4
Gm43689,0,0,0,0
Dapp1,8096,7177,9733,10600
Gm5105,2,2,2,3
Mttp,192,235,341,318
4930579F01Rik,1,0,0,0
0610031O16Rik,0,0,0,0
Gm16559,0,0,0,0
Metap1,283,245,314,284
4930425O10Rik,0,0,0,0
Rap1gds1,11067,10450,11973,9284
Gm32693,0,0,0,0
Gm43678,0,0,0,0
Gm43049,0,0,0,0
Gm32754,0,0,0,0
Pdha2,0,0,0,0
Gm15688,0,0,1,0
Gm15689,0,1,0,0
Bmpr1b,2,7,2,6
Pdlim5,2704,2566,3398,3061
Gm15540,0,0,0,0
Pkn2,1616,1487,1980,1914
Gm43616,0,0,0,0
Gm6260,0,0,0,0
Gm42707,0,0,1,0
Gm34078,0,1,1,0
Lmo4,64,49,74,42
Gm43445,0,0,0,0
Hs2st1,1707,1658,1965,1637
Gm43707,0,0,0,0
Gm43560,0,0,0,0
Sh3glb1,6020,6110,8409,8800
Clca3a1,0,2,5,0
Clca3a2,0,0,0,0
Clca3b,0,1,1,0
Clca4b,3,6,5,18
Clca4a,0,0,0,0
Clca1,0,0,0,0
Clca2,0,0,0,0
9530034A14Rik,0,0,0,0
Ccn1,3,0,11,5
Wdr63,1,7,4,5
Gm10636,0,0,0,0
Spata1,741,710,849,765
Rpf1,122,119,235,241
Dnase2b,1,1,5,3
4930503B20Rik,0,0,0,0
Samd13,0,2,2,1
Prkacb,1007,1025,1191,1219
Gm36888,0,0,0,0
Adgrl2,2464,2520,2798,2703
Gm10287,0,0,0,0
Gm30382,44,43,55,40
Gm31121,2,7,5,5
Ifi44,1,0,0,0
Ifi44l,0,0,0,0
Ptgfr,0,0,2,0
Gipc2,8,8,23,8
Dnajb4,1689,1777,1963,1755
Nexn,44,32,179,135
Miga1,265,258,439,369
Ak5,27,17,27,24
St6galnac5,38,33,73,51
1700094M23Rik,0,0,1,1
St6galnac3,7,28,27,15
1700012D16Rik,0,0,0,0
1700015C17Rik,0,0,0,0
5730460C07Rik,0,0,0,0
Asb17os,0,0,1,1
Msh4,15,27,20,22
Rabggtb,194,246,308,318
Acadm,403,386,486,504
Lhx8,1,0,1,0
Tyw3,124,105,106,73
Gm20389,0,0,0,0
Tnni3k,1,0,2,0
Fpgt,76,59,58,67
Gm42947,0,0,0,0
4930570G19Rik,0,0,1,0
Gm15577,1,0,0,0
4930592C13Rik,1,10,6,4
Gm33466,0,0,0,0
Cth,1,0,1,0
Srsf11,2495,2451,3672,3794
B230334C09Rik,0,0,0,0
Lrrc7,1,8,9,10
Hnf4g,0,1,0,0
1110015O18Rik,0,0,0,1
Gm17308,0,0,0,0
Zfhx4,3,3,2,2
Gm8797,0,0,0,0
Pkia,12,15,5,4
Zc2hc1a,78,70,132,36
Gm16685,0,0,2,0
Stmn2,2,0,3,0
Gm32496,0,0,0,0
4930539M17Rik,0,0,0,0
Zbtb10,106,150,227,367
C030034L19Rik,528,260,2865,1158
Gm16337,2403,3064,3307,3496
Fabp5,3,1,3,11
Gm9833,3,8,5,8
Chmp4c,42,45,64,61
Ralyl,1,7,4,3
Slc7a12,0,0,0,0
Lrrcc1,346,291,383,350
E2f5,133,121,156,117
Car13,2,7,6,5
Car3,0,0,0,0
Car2,0,3,1,0
A930001A20Rik,2,1,0,1
Gm37468,0,0,0,0
Ythdf3,3728,3259,4961,4934
Mir124-2hg,0,0,0,0
Cypt12,0,0,0,0
Bhlhe22,0,0,0,0
Mtfr1,88,97,129,137
Gm16093,93,99,146,140
Dnajc5b,2,0,7,4
Trim55,1,0,3,0
BC002189,0,0,0,0
Cp,454,414,540,484
Hltf,2174,2051,2460,2015
Gm43525,0,0,0,0
Gm31693,0,0,0,0
Tbl1xr1,5806,5327,7304,7167
Gm37021,0,0,0,0
4930412E21Rik,1,0,0,1
A830092H15Rik,0,0,0,0
Spata16,0,1,3,3
1700125G22Rik,7,20,18,31
Nceh1,221,192,688,790
Tnfsf10,169,147,181,132
Ghsr,0,0,0,0
Pld1,4998,4752,4472,3396
Gm42196,0,0,1,1
Tnik,32,33,39,23
Slc2a2,8,11,5,5
Eif5a2,13,11,31,20
Rpl22l1,313,283,375,428
Gm1527,1,0,0,0
Egfem1,1,7,38,15
Mannr,0,1,0,1
Mecomos,0,0,0,0
Mynn,227,222,307,252
Lrriq4,1,0,1,1
Gm15462,0,0,0,0
Samd7,0,0,1,0
Sec62,998,911,1397,1431
Gpr160,437,297,603,326
Prkci,248,236,292,189
Skil,2558,3016,3516,4236
Cldn11,0,0,0,3
Gm15496,0,0,0,0
Gm38025,0,0,0,0
Kcnmb2,1,1,3,0
Pik3ca,2040,1953,2565,2252
Zfp639,317,260,332,332
Mfn1,440,383,547,542
Gm37640,43,47,48,58
Actl6a,211,183,288,309
Ndufb5,41,52,54,47
Usp13,0,1,2,0
Gm37459,0,0,0,1
4930419G24Rik,1,0,0,0
Ttc14,1314,1067,1466,1237
Gm43140,0,2,0,0
Fxr1,1680,1407,1810,1657
Sox2ot,7,22,21,27
Gm34599,0,0,0,0
Sox2,0,0,0,0
Gm38509,0,1,0,0
Gm21388,3,2,2,3
Atp11b,976,698,1120,1020
Gm15952,272,260,436,418
Mccc1os,0,0,5,0
Acad9,52,49,96,76
Gm43079,36,41,63,47
Zfp267,27,19,20,19
Gm43255,0,0,0,0
1810062G17Rik,0,0,3,0
Exosc9,130,94,182,193
4932438A13Rik,2063,1913,2871,2905
Adad1,0,1,1,0
Gm12532,0,0,0,0
Gm12534,0,0,0,0
Bbs12,88,95,136,84
Fgf2,11,2,2,2
Spata5,2038,1931,3134,3056
4930594O21Rik,0,0,0,0
Spry1,261,376,211,336
Gm42921,0,0,0,0
Gm20755,1,2,0,2
Gm42920,0,0,0,2
Gm43538,0,0,0,0
Fat4,1,0,0,0
Intu,130,137,235,105
Slc25a31,2,0,3,1
Hspa4l,73,45,65,38
Plk4,42,28,39,34
Abhd18,494,577,784,668
Larp1b,129,88,224,195
1700052H01Rik,0,3,0,0
Jade1,204,180,281,317
D3Ertd751e,214,181,182,121
Pcdh10,1,1,0,0
Gm31415,0,0,0,0
Gm20557,0,0,0,0
Gm37854,0,0,0,0
Gm38246,0,0,0,0
Noct,23,21,42,55
Gm5103,0,0,1,1
Naa15,1461,1395,2442,2078
Rab33b,83,121,103,101
5031434O11Rik,6,8,20,22
Mgst2,1,2,2,1
Gm37229,899,841,1398,1184
Gm20089,79,81,144,162
Gm38132,0,0,0,0
Gm37170,29,24,28,25
Foxo1,1057,1073,1143,1384
Gm30173,0,1,0,2
Gm2447,0,0,0,2
Lhfp,3,9,6,8
Gm16206,36,32,60,74
Proser1,115,126,176,184
Stoml3,3,0,8,10
Gm30735,0,0,0,0
C820005J03Rik,0,0,0,0
Gm10985,0,0,0,0
Gm31026,0,0,0,0
Trpc4,5,2,98,42
Postn,23,21,62,108
Supt20,1289,1237,1760,1546
Alg5,156,176,221,177
Smad9,0,2,3,2
4931419H13Rik,0,0,0,0
Spg20,136,165,157,177
Ccdc169,6,11,11,21
Sohlh2,0,0,0,0
Dclk1,13,14,18,23
Mab21l1,0,0,0,0
Gm43376,102,134,108,196
Tm4sf4,0,0,0,0
Rnf13,3631,3272,3760,2560
4921539H07Rik,0,2,0,0
Tsc22d2,3456,3335,4924,4603
Eif2a,596,640,851,882
Selenot,507,523,725,697
4930593A02Rik,83,65,50,60
Med12l,9254,9781,8463,9310
Gm38186,2,1,1,0
Gm5538,0,0,0,0
Gm8298,0,0,0,0
C130079G13Rik,0,0,0,0
Aadacl2,0,0,0,0
Aadac,0,0,0,0
Sucnr1,0,0,0,0
Mbnl1,18172,17897,18018,15247
Gm38326,0,0,0,0
P2ry1,0,0,0,0
Rap2b,0,0,0,0
Arhgef26,1,1,3,5
Mme,0,0,2,1
Gm34240,0,0,0,0
Gm26850,0,0,0,1
Gmps,505,430,842,762
Vmn2r1,0,0,5,6
Kcnab1,82,58,135,80
Tiparp,675,1087,1573,2732
Lekr1,178,148,226,141
Gm37305,0,0,0,0
Ptx3,0,0,0,0
Rsrc1,4171,4075,6198,5644
Mlf1,26,13,12,41
Gfm1,235,205,320,308
Mfsd1,348,372,629,808
Schip1,6,4,13,15
Il12a,0,0,0,1
Gm35584,0,0,0,0
1110032F04Rik,0,0,0,0
Smc4,180,204,318,233
Gm1647,29,26,138,85
Arl14,0,0,0,0
Ppm1l,2946,2556,2871,2570
Nmd3,443,497,842,1122
Otol1,0,0,0,0
Gm20754,5,7,4,7
Gm38353,0,0,0,0
Serpini1,33,20,35,8
Gm29133,0,0,0,0
Gm37256,11,14,3,5
Fstl5,2,4,1,2
4921511C10Rik,463,234,489,444
6430573P05Rik,11,13,21,11
Gm17359,115,152,220,208
4930589L23Rik,8,16,25,19
Ppid,112,109,151,150
4930579G24Rik,0,0,1,1
Gask1b,0,2,10,10
A330069K06Rik,0,0,0,0
Gm42468,0,0,0,0
Gm42476,0,0,0,0
Pdgfc,20,16,9,7
Gm43346,0,0,0,0
A830029E22Rik,0,0,0,0
Ctso,202,199,227,284
Asic5,0,4,6,3
Map9,15,15,37,8
Gm30043,0,0,0,0
Rbm46os,1,0,0,0
Fgg,0,0,0,0
Fga,0,0,0,0
Plrg1,61,48,70,74
Dchs2,1,3,3,2
Gm38096,0,0,0,0
Sfrp2,0,0,0,0
Gm6525,0,0,0,0
Tigd4,0,0,0,0
Tmem154,197,23,1950,715
Fbxw7,2454,2411,4184,3576
1700036G14Rik,0,0,0,0
Gatb,768,850,1138,1099
Sh3d19,11,47,4,6
Gm37933,0,0,0,1
Lrba,3940,4151,4701,4111
Gm37855,0,0,0,0
Cd5l,2,5,1,1
Fcrl1,491,740,180,139
Fcrl5,1,0,2,1
Etv3,221,264,382,364
ETV3L,0,0,0,0
Arhgef11,2103,1742,3004,2598
Insrr,0,0,0,0
Sh2d2a,0,0,0,0
Hdgf,27,36,45,34
Mrpl24,248,223,319,233
Isg20l2,75,78,103,86
Crabp2,0,0,1,1
Nes,2,9,1,3
Gpatch4,96,64,186,120
Iqgap3,38,54,83,55
Mef2d,1153,1122,1711,1781
AW047730,0,0,0,0
Gm3764,2,5,4,8
Cct3,240,229,293,265
Glmp,25,30,22,12
Smg5,238,244,328,328
Paqr6,0,0,0,1
Mex3a,0,2,1,0
Ubqln4,122,88,119,87
Ssr2,9,17,37,37
Arhgef2,1034,999,1347,1230
Khdc4,855,798,1179,1133
Rit1,140,143,188,173
Gm17146,8,4,7,11
Gon4l,1230,1315,1669,1378
Ash1l,4021,3681,4909,3537
Pklr,0,0,0,0
Clk2,542,571,588,694
Scamp3,30,36,39,45
Fam189b,10,5,10,19
Gba,177,168,244,150
Thbs3,1,17,5,8
Muc1,0,0,0,0
Krtcap2,27,27,38,23
Dpm3,8,6,3,2
Gm15998,0,0,1,0
4731419I09Rik,40,43,36,35
Dcst2,4,9,16,28
Gm15417,55,57,66,80
Shc1,189,247,262,339
Pygo2,59,44,39,29
Pbxip1,258,211,250,191
Pmvk,209,155,262,340
Kcnn3,1,4,2,2
Adar,383,386,487,404
Ube2q1,34,42,49,49
She,4,1,11,21
Gm42809,0,0,0,0
Gm19710,994,921,1292,1383
4933434E20Rik,525,549,689,586
Gm16540,13,26,32,43
1700094D03Rik,27,19,22,28
Tpm3,2761,3103,3810,4374
Nup210l,306,252,335,345
Rab13,7,8,15,10
Jtb,73,81,93,119
Slc39a1,46,42,61,69
Crtc2,42,35,48,69
Dennd4b,276,296,326,320
Gatad2b,2384,2452,3680,3877
Gm16048,0,0,2,2
Ilf2,113,105,245,258
S100a13,14,13,25,13
S100a14,0,0,0,0
S100a16,0,0,0,0
S100a2,0,0,0,0
S100a3,0,0,0,0
S100a4,0,0,2,2
S100a5,0,0,0,1
S100a6,62,25,183,103
S100a7a,0,0,0,0
S100a8,19,0,37,26
Pglyrp4,0,0,0,0
Pglyrp3,2,1,0,1
Gm43736,0,0,0,0
Gm43735,0,0,0,0
Gm35439,0,0,0,0
Sprr2a1,0,0,0,0
Sprr2a2,0,0,0,0
Sprr2a3,0,0,0,0
Sprr2b,0,0,0,0
Sprr2d,0,0,0,0
Sprr2e,0,0,0,0
Sprr2f,0,0,0,0
Sprr2h,0,0,0,0
Sprr2i,0,0,0,0
Sprr2j-ps,0,0,0,0
Sprr2k,0,0,0,0
Lce1c,0,0,0,0
Lce3b,0,0,0,0
Lce3c,0,0,0,0
Lce3d,0,0,0,0
Lce3e,0,0,0,0
Lce3f,0,0,0,0
Gm4858,0,0,0,0
Crnn,0,0,0,0
Flg2,0,0,0,0
Flg,0,1,0,1
Hrnr,0,0,0,0
Rptn,0,0,0,0
Tchh,0,0,0,0
Tchhl1,0,0,0,0
S100a11,5,5,4,1
S100a10,14,3,15,2
Gm5773,0,0,0,0
Tdpoz4,0,0,0,0
Tdpoz3,0,0,0,0
Gm5286,0,0,0,0
Gm4778,0,0,0,0
Them4,86,93,116,55
Them5,0,0,0,0
C2cd4d,0,0,0,0
Rorc,1,0,0,2
Lingo4,0,0,0,0
Tdrkh,278,240,334,196
Gm42463,0,0,0,0
Mrpl9,94,52,142,127
Celf3,2,1,7,4
Gm15234,0,0,0,0
Selenbp2,1,1,0,1
Pogz,851,827,1080,990
Selenbp1,53,55,41,51
Rfx5,30,22,33,50
Pi4kb,989,1017,1373,1503
4930481B07Rik,10,21,24,38
Vps72,484,469,534,484
Tmod4,9,5,12,5
Lysmd1,16,16,23,32
Sema6c,4,5,5,7
Gm16740,154,170,220,179
Cdc42se1,141,97,154,116
Mindy1,95,68,168,104
Cers2,20,30,33,39
Arnt,1997,2181,3153,3596
Ctsk,22,13,8,24
Ctss,7838,6748,8448,9785
Hormad1,22,10,29,26
Golph3l,549,565,757,705
Ensa,79,88,102,108
Mcl1,2130,2059,3004,3138
Gm26594,22,17,19,17
C920021L13Rik,218,173,342,434
Aph1a,5,2,3,7
Anp32e,213,232,365,351
Otud7b,1377,1207,1959,2047
Mtmr11,7,14,14,11
Sf3b4,19,11,17,15
Sv2a,96,128,86,152
Hist2h2ab,0,0,0,0
Hist2h2be,0,0,0,0
Gm20632,0,0,0,0
Hist2h2aa1,0,0,0,0
Hist2h3c1,0,0,0,0
Hist2h3b,0,0,0,0
Gm42743,390,207,1502,941
Hist2h2bb,0,0,0,0
Platr30,1,0,0,0
Gm26654,0,0,0,0
Gm10685,8,5,1,6
Hjv,0,0,0,0
Txnip,2877,2611,1972,1430
Gm16253,88,68,65,84
Ankrd34a,0,0,0,0
Lix1l,40,93,43,45
Rbm8a,245,174,241,293
Pex11b,276,253,257,302
Itga10,17,14,16,7
Ankrd35,1,1,2,3
Pias3,98,86,112,110
Rnf115,1416,1292,2056,2007
Pdzk1,14,18,21,31
Gja5,0,2,2,0
Acp6,124,122,151,101
Fmo5,262,231,280,168
Prkab2,63,69,108,61
Gm31305,1,2,0,0
Sec22b,250,306,303,372
Gm5544,51,54,76,34
Notch2,3381,3006,4940,3376
Adam30,0,0,0,0
Reg4,0,0,0,0
Hmgcs2,0,2,1,2
Gm43189,0,0,0,0
Zfp697,1733,1196,6909,5546
Gm12440,0,0,0,0
Wars2,1023,891,1492,959
Gm43024,0,0,0,0
Gm42717,0,0,0,0
Tbx15,13,24,22,30
Spag17,21,26,40,24
Gdap2,642,658,1282,1209
4930406D18Rik,27,42,53,160
Gm43121,0,0,0,0
Gm12474,67,80,250,168
Gm42868,0,0,0,0
Gm43464,234,231,370,282
Vtcn1,0,1,0,0
Trim45,28,34,34,21
Igsf3,0,0,0,3
Gm42939,0,0,0,0
Gm42938,0,0,0,0
Gm43135,0,0,0,0
Gm43134,0,0,0,0
Nhlh2,0,0,0,0
Casq2,0,0,0,1
Gm43244,0,0,0,0
4632404M16Rik,0,0,0,0
Gm16160,0,0,0,0
Gm43241,0,0,0,0
A230001M10Rik,1,0,3,1
Gm43242,0,0,0,0
Ngf,0,0,0,0
Gm42679,0,0,0,0
Gm42678,0,0,0,0
Gm42682,0,0,0,0
Tspan2,1,2,2,3
Sike1,101,97,157,92
Csde1,1451,1463,2091,2368
Nras,466,453,601,564
Gm43062,0,0,0,0
Ampd1,5,5,7,17
Gm43063,0,0,0,0
Dennd2c,698,614,866,427
Bcas2,291,267,317,281
Trim33,1509,1484,1380,1162
Gm43061,0,0,0,0
Syt6,21,53,13,3
Gm43066,0,0,0,0
Gm10964,336,282,624,549
Gm15886,339,338,411,359
Gm15471,25,26,44,37
Ap4b1,112,116,151,121
Bcl2l15,5,1,20,20
Ptpn22,156,121,485,283
Gm15472,11,8,20,21
Gm43065,0,0,0,0
Rsbn1,1442,1252,1564,1278
Phtf1,565,609,739,611
Gm38412,0,0,0,0
Slc16a1,109,143,263,302
Gm43581,0,0,0,0
Gm43585,0,0,0,0
Ppm1j,0,1,1,1
Rhoc,23,34,34,48
St7l,1089,971,841,564
Gm40117,91,119,70,91
4930564D02Rik,0,0,0,0
Kcnd3,14,9,34,102
Gm43847,0,0,0,0
Inka2,3,1,3,3
Gm5547,32,35,24,59
Adora3,23,9,12,10
Tmigd3,363,352,311,330
Wdr77,42,33,51,41
Ovgp1,25,27,65,89
Gm42722,37,26,39,48
Chia1,0,0,0,1
Dennd2d,13,21,33,32
Dram2,1959,1789,5240,5546
Lrif1,612,542,960,822
Kcna3,0,0,0,0
AI504432,19,26,42,31
A930002I21Rik,0,0,0,0
Kcna2,0,0,0,0
Kcna10,0,0,0,0
A630076J17Rik,0,0,0,0
Lamtor5,119,116,169,190
Slc16a4,103,81,144,182
Alx3,0,0,0,0
Gm10961,9,8,23,32
Eps8l3,0,1,0,0
Gstm5,45,35,21,19
Gm12500,0,0,0,0
Gnat2,0,0,0,0
Gm12524,0,0,0,0
Amigo1,20,16,27,23
Gm40123,0,6,4,3
Psma5,204,193,211,140
Sort1,2887,2865,5369,7691
Gm12525,0,1,1,3
Mybphl,15,16,27,50
Psrc1,0,0,0,0
1700013F07Rik,2,2,10,12
Taf13,599,801,861,899
Wdr47,236,203,272,214
Clcc1,487,424,593,1415
Gm27244,0,0,0,0
Aknad1,0,1,0,1
Henmt1,4,2,9,5
Gm43221,0,0,0,0
Slc25a54,12,5,5,13
Slc25a24,1,1,1,0
Vav3,18,18,35,36
C130013H08Rik,0,0,0,0
Gm6602,1,1,0,0
Col11a1,2,3,0,2
Olfm3,1,1,0,1
Gm9889,0,2,0,0
Dph5,232,214,326,255
Extl2,32,34,49,69
Gm43109,1,0,0,2
Gm26544,1,0,3,5
Gm31651,0,0,0,0
Gm29151,0,0,0,0
Dbt,231,263,352,382
Lrrc39,371,510,474,709
Sass6,263,254,228,235
Gm42457,0,0,4,1
4930512P04Rik,0,0,0,0
Frrs1,1793,1947,2099,2709
4930455H04Rik,0,0,0,0
Gm42891,0,0,0,0
Plppr5,0,2,0,1
4921521D15Rik,0,0,0,0
Gm26871,0,0,0,3
Gm9916,0,0,0,0
Dpyd,11,8,18,12
Alg14,375,340,419,370
Cnn3,4,8,4,9
A530020G20Rik,0,0,0,0
4930432M17Rik,1,1,0,0
F3,22,48,115,138
Arhgap29,305,200,163,205
Abca4,0,5,1,6
Gclm,157,174,234,157
Dnttip2,404,377,480,451
Gm40190,8,16,2,9
Bcar3,70,65,230,289
Gm43569,77,76,118,72
Pde5a,9,1,3,2
Fabp2,0,0,0,0
1810037I17Rik,45,32,108,87
Sec24d,443,491,619,1035
Prss12,9,16,27,27
Gm43731,0,0,0,0
Tram1l1,0,0,0,0
Gm42823,0,0,0,0
Gm42825,0,0,0,1
Ndst4,2,0,1,0
Gm42827,0,0,0,0
Arsj,0,0,0,0
Camk2d,9208,8874,9107,7372
Gm16958,4,8,9,9
Zgrf1,95,115,215,165
Neurog2,0,0,0,0
Tifa,667,880,1744,1434
Gm43653,0,0,0,0
Gm35585,0,1,0,1
9830132P13Rik,0,1,2,1
Gm35667,0,0,0,0
Gm43824,1,2,1,6
Pitx2,0,0,0,0
Gm27195,0,0,0,0
Elovl6,56,22,56,31
Gm42697,0,0,1,0
Gm42650,0,0,0,0
6330410L21Rik,0,0,0,0
Cfi,0,0,2,0
Pla2g12a,49,48,54,61
Casp6,55,44,34,24
Col25a1,261,288,311,520
Etnppl,1,1,4,3
Gm42997,6,10,9,6
Gm43522,0,0,0,0
Gm36520,0,0,0,0
Gm43351,32,34,81,83
Lef1,5,10,5,7
4930534D22Rik,0,1,0,1
Papss1,711,680,807,683
Gm29865,5,2,17,11
Dkk2,9,2,2,4
Gimd1,0,0,0,0
Tbck,2228,2308,2404,2136
Ints12,115,153,241,190
Ppa2,208,184,319,277
Gm42567,117,124,110,146
Gm43192,0,0,0,0
Gm30648,0,0,0,0
Cxxc4,0,0,0,0
Tacr3,0,0,0,0
Cenpe,10,7,16,8
Bdh2,0,0,4,3
Slc9b2,0,0,0,1
Slc9b1,7,8,4,16
Ube2d3,576,487,802,899
Manba,1201,1230,2159,1818
Slc39a8,233,264,231,231
Gm31243,683,857,499,527
Ppp3ca,13331,12681,17027,14463
Gm567,1,0,0,0
Emcn,3,7,1,2
Ddit4l,0,0,0,0
Gm21962,0,0,0,0
Gm42610,0,0,0,0
H2afz,100,85,170,158
Dnajb14,527,519,760,727
Lamtor3,100,109,161,311
Gm19708,296,194,125,189
1110002E22Rik,1,1,0,0
Gm43691,13,10,14,9
Trmt10a,2730,2372,3593,3464
Adh7,0,0,0,0
Adh1,0,0,0,0
Adh6a,0,0,1,0
Adh6b,0,0,0,0
Adh4,0,0,0,0
Adh5,82,70,99,122
Eif4e,848,727,1113,965
Tspan5,1338,1127,1491,1166
Stpg2,13,10,19,22
4930590L14Rik,0,0,0,0
Unc5c,5,1,6,10
Gbp5,243,115,156,275
Gbp7,198,136,224,194
Gbp3,46,34,52,52
Gbp2b,0,0,0,0
Gbp2,24,7,21,25
Kyat3,135,172,166,109
Gtf2b,115,108,123,116
Gm43646,14,14,9,6
9530052C20Rik,4,2,2,2
4930519L02Rik,0,0,0,0
Gm43614,0,0,0,0
A830019L24Rik,0,0,0,0
Gm43613,0,0,0,0
Gm43612,0,0,0,0
1700001N15Rik,0,0,0,0
Gm33651,0,0,0,0
Gm33758,0,0,0,0
Gm42704,0,0,0,0
Gm42705,0,0,0,0
Gm42706,0,0,0,0
Gm42708,0,0,0,0
Gm43446,0,0,0,0
Gm43447,0,0,0,0
Selenof,267,304,326,291
Gm34866,0,0,0,0
Gm43240,0,0,0,0
Gm16233,0,0,0,0
Gm35066,0,0,0,0
Odf2l,222,212,340,229
Col24a1,0,1,3,0
D530037P16Rik,0,0,0,0
Znhit6,298,314,435,249
Gm17501,0,5,3,0
Ddah1,145,86,218,121
Bcl10,259,224,423,306
2410004B18Rik,126,112,140,159
Syde2,1,0,0,0
Gm35409,0,0,0,0
Mcoln3,0,0,0,0
Mcoln2,3,0,5,3
Lpar3,0,0,1,0
Ssx2ip,55,43,44,38
Ctbs,240,227,287,247
Gng5,426,347,394,361
Uox,0,0,3,4
